id,utterance,source,generation_strategy,model_name,prompt_text,dialogue_text,turn_index,speaker,tokens,pos_tags,labels,Language
165,“Good idea! Just make sure to pull my latest build first. I optimized some queries.”,LLM,"['persona-based', 'few-shot']",gpt-4o-mini,"You are an expert dataset generator for workplace English dialogues between software engineers. 
Act as Sarah, a frontend engineer in San Francisco, chatting with Li, a backend engineer from Shanghai who speaks fluent English. 
Keep the entire conversation in English (no Chinese characters). 
The tone should sound like Slack or hallway conversation — short, technical turns about debugging, deploying, or merging code.
Include at least one of these trigger words: deploy, build, bug, deadline, merge.
Few-shot examples:
A: “Can you push the fix to staging?”
B: “Yeah, I’ll deploy right after lunch.”
A: “Cool, I’ll run QA on the build then.”
Now: produce a 5–7 turn dialogue between Li and Sarah, fully in English.
Output only the dialogue.","Sarah: “Hey Li, did you see that bug report about the API response time?”

Li: “Yeah, I checked it out. It looks like it's causing some failures in the frontend.”

Sarah: “Right. I was thinking of merging the latest changes to see if it helps.”

Li: “Good idea! Just make sure to pull my latest build first. I optimized some queries.”

Sarah: “Will do! I'm on a tight deadline for this feature, so I’ll deploy it as soon as I merge.”

Li: “Sounds like a plan! Let me know if you run into any issues.” 

Sarah: “Thanks! I’ll update you after the deployment.”",4,Li,"['“', 'Good', 'idea', '!', 'Just', 'make', 'sure', 'to', 'pull', 'my', 'latest', 'build', 'first', '.', 'I', 'optimized', 'some', 'queries', '.', '”']","['PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'VERB', 'ADJ', 'PART', 'VERB', 'PRON', 'ADJ', 'NOUN', 'ADV', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PUNCT']","{'en', 'punct', 'other'}","['punct', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'punct', 'en', 'en', 'en', 'en', 'punct', 'punct']"
165,"“Will do! I'm on a tight deadline for this feature, so I’ll deploy it as soon as I merge.”",LLM,"['persona-based', 'few-shot']",gpt-4o-mini,"You are an expert dataset generator for workplace English dialogues between software engineers. 
Act as Sarah, a frontend engineer in San Francisco, chatting with Li, a backend engineer from Shanghai who speaks fluent English. 
Keep the entire conversation in English (no Chinese characters). 
The tone should sound like Slack or hallway conversation — short, technical turns about debugging, deploying, or merging code.
Include at least one of these trigger words: deploy, build, bug, deadline, merge.
Few-shot examples:
A: “Can you push the fix to staging?”
B: “Yeah, I’ll deploy right after lunch.”
A: “Cool, I’ll run QA on the build then.”
Now: produce a 5–7 turn dialogue between Li and Sarah, fully in English.
Output only the dialogue.","Sarah: “Hey Li, did you see that bug report about the API response time?”

Li: “Yeah, I checked it out. It looks like it's causing some failures in the frontend.”

Sarah: “Right. I was thinking of merging the latest changes to see if it helps.”

Li: “Good idea! Just make sure to pull my latest build first. I optimized some queries.”

Sarah: “Will do! I'm on a tight deadline for this feature, so I’ll deploy it as soon as I merge.”

Li: “Sounds like a plan! Let me know if you run into any issues.” 

Sarah: “Thanks! I’ll update you after the deployment.”",5,Sarah,"['“', 'Will', 'do', '!', 'I', ""'m"", 'on', 'a', 'tight', 'deadline', 'for', 'this', 'feature', ',', 'so', 'I', '’ll', 'deploy', 'it', 'as', 'soon', 'as', 'I', 'merge', '.', '”']","['PUNCT', 'AUX', 'VERB', 'PUNCT', 'PRON', 'AUX', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'SCONJ', 'PRON', 'AUX', 'VERB', 'PRON', 'ADV', 'ADV', 'SCONJ', 'PRON', 'VERB', 'PUNCT', 'PUNCT']","{'en', 'punct', 'other'}","['punct', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'punct', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'punct', 'punct']"
165,“Sounds like a plan! Let me know if you run into any issues.”,LLM,"['persona-based', 'few-shot']",gpt-4o-mini,"You are an expert dataset generator for workplace English dialogues between software engineers. 
Act as Sarah, a frontend engineer in San Francisco, chatting with Li, a backend engineer from Shanghai who speaks fluent English. 
Keep the entire conversation in English (no Chinese characters). 
The tone should sound like Slack or hallway conversation — short, technical turns about debugging, deploying, or merging code.
Include at least one of these trigger words: deploy, build, bug, deadline, merge.
Few-shot examples:
A: “Can you push the fix to staging?”
B: “Yeah, I’ll deploy right after lunch.”
A: “Cool, I’ll run QA on the build then.”
Now: produce a 5–7 turn dialogue between Li and Sarah, fully in English.
Output only the dialogue.","Sarah: “Hey Li, did you see that bug report about the API response time?”

Li: “Yeah, I checked it out. It looks like it's causing some failures in the frontend.”

Sarah: “Right. I was thinking of merging the latest changes to see if it helps.”

Li: “Good idea! Just make sure to pull my latest build first. I optimized some queries.”

Sarah: “Will do! I'm on a tight deadline for this feature, so I’ll deploy it as soon as I merge.”

Li: “Sounds like a plan! Let me know if you run into any issues.” 

Sarah: “Thanks! I’ll update you after the deployment.”",6,Li,"['“', 'Sounds', 'like', 'a', 'plan', '!', 'Let', 'me', 'know', 'if', 'you', 'run', 'into', 'any', 'issues', '.', '”']","['PUNCT', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'VERB', 'SCONJ', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PUNCT']","{'en', 'punct', 'other'}","['punct', 'en', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'punct', 'punct']"
165,“Thanks! I’ll update you after the deployment.”,LLM,"['persona-based', 'few-shot']",gpt-4o-mini,"You are an expert dataset generator for workplace English dialogues between software engineers. 
Act as Sarah, a frontend engineer in San Francisco, chatting with Li, a backend engineer from Shanghai who speaks fluent English. 
Keep the entire conversation in English (no Chinese characters). 
The tone should sound like Slack or hallway conversation — short, technical turns about debugging, deploying, or merging code.
Include at least one of these trigger words: deploy, build, bug, deadline, merge.
Few-shot examples:
A: “Can you push the fix to staging?”
B: “Yeah, I’ll deploy right after lunch.”
A: “Cool, I’ll run QA on the build then.”
Now: produce a 5–7 turn dialogue between Li and Sarah, fully in English.
Output only the dialogue.","Sarah: “Hey Li, did you see that bug report about the API response time?”

Li: “Yeah, I checked it out. It looks like it's causing some failures in the frontend.”

Sarah: “Right. I was thinking of merging the latest changes to see if it helps.”

Li: “Good idea! Just make sure to pull my latest build first. I optimized some queries.”

Sarah: “Will do! I'm on a tight deadline for this feature, so I’ll deploy it as soon as I merge.”

Li: “Sounds like a plan! Let me know if you run into any issues.” 

Sarah: “Thanks! I’ll update you after the deployment.”",7,Sarah,"['“', 'Thanks', '!', 'I', '’ll', 'update', 'you', 'after', 'the', 'deployment', '.', '”']","['PUNCT', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PUNCT']","{'en', 'punct', 'other'}","['punct', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'punct', 'punct']"
166,"Hey Sarah, have you seen the merge conflict in our latest branch?",LLM,"['persona-based', 'chain-of-thought']",gpt-3.5-turbo,"You are a senior software engineer roleplaying natural English workplace chat. 
Li and Sarah are discussing a merge conflict and deployment blockers. 
Keep the tone pragmatic and realistic — no Chinese text at all. 
Use natural conversational phrasing like ""staging build"" or ""hotfix"".
Each dialogue should be 5–7 turns long and include one of: deploy, build, bug, deadline, merge.
Output only the conversation.
","Li: Hey Sarah, have you seen the merge conflict in our latest branch?
Sarah: Yeah, I noticed that too. It's been causing some deployment blockers.
Li: I think we should prioritize resolving it before the next staging build.
Sarah: Agreed. Let's tackle this merge conflict head-on so we can get back on track.
Li: I'll create a hotfix branch to address the conflict. Can you review it once I'm done?
Sarah: Sounds good. I'll make sure to test the fix thoroughly before we move forward with deployment.
Li: Thanks, Sarah. Let's aim to have this resolved before the end of the day.
Sarah: Definitely. We can't afford to miss the deadline for the upcoming release.",1,Li,"['Hey', 'Sarah', ',', 'have', 'you', 'seen', 'the', 'merge', 'conflict', 'in', 'our', 'latest', 'branch', '?']","['INTJ', 'PROPN', 'PUNCT', 'AUX', 'PRON', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'PRON', 'ADJ', 'NOUN', 'PUNCT']","{'en', 'punct', 'other'}","['en', 'en', 'punct', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']"
166,"Yeah, I noticed that too. It's been causing some deployment blockers.",LLM,"['persona-based', 'chain-of-thought']",gpt-3.5-turbo,"You are a senior software engineer roleplaying natural English workplace chat. 
Li and Sarah are discussing a merge conflict and deployment blockers. 
Keep the tone pragmatic and realistic — no Chinese text at all. 
Use natural conversational phrasing like ""staging build"" or ""hotfix"".
Each dialogue should be 5–7 turns long and include one of: deploy, build, bug, deadline, merge.
Output only the conversation.
","Li: Hey Sarah, have you seen the merge conflict in our latest branch?
Sarah: Yeah, I noticed that too. It's been causing some deployment blockers.
Li: I think we should prioritize resolving it before the next staging build.
Sarah: Agreed. Let's tackle this merge conflict head-on so we can get back on track.
Li: I'll create a hotfix branch to address the conflict. Can you review it once I'm done?
Sarah: Sounds good. I'll make sure to test the fix thoroughly before we move forward with deployment.
Li: Thanks, Sarah. Let's aim to have this resolved before the end of the day.
Sarah: Definitely. We can't afford to miss the deadline for the upcoming release.",2,Sarah,"['Yeah', ',', 'I', 'noticed', 'that', 'too', '.', 'It', ""'s"", 'been', 'causing', 'some', 'deployment', 'blockers', '.']","['INTJ', 'PUNCT', 'PRON', 'VERB', 'SCONJ', 'ADV', 'PUNCT', 'PRON', 'AUX', 'AUX', 'VERB', 'DET', 'NOUN', 'NOUN', 'PUNCT']","{'en', 'punct'}","['en', 'punct', 'en', 'en', 'en', 'en', 'punct', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'punct']"
166,I think we should prioritize resolving it before the next staging build.,LLM,"['persona-based', 'chain-of-thought']",gpt-3.5-turbo,"You are a senior software engineer roleplaying natural English workplace chat. 
Li and Sarah are discussing a merge conflict and deployment blockers. 
Keep the tone pragmatic and realistic — no Chinese text at all. 
Use natural conversational phrasing like ""staging build"" or ""hotfix"".
Each dialogue should be 5–7 turns long and include one of: deploy, build, bug, deadline, merge.
Output only the conversation.
","Li: Hey Sarah, have you seen the merge conflict in our latest branch?
Sarah: Yeah, I noticed that too. It's been causing some deployment blockers.
Li: I think we should prioritize resolving it before the next staging build.
Sarah: Agreed. Let's tackle this merge conflict head-on so we can get back on track.
Li: I'll create a hotfix branch to address the conflict. Can you review it once I'm done?
Sarah: Sounds good. I'll make sure to test the fix thoroughly before we move forward with deployment.
Li: Thanks, Sarah. Let's aim to have this resolved before the end of the day.
Sarah: Definitely. We can't afford to miss the deadline for the upcoming release.",3,Li,"['I', 'think', 'we', 'should', 'prioritize', 'resolving', 'it', 'before', 'the', 'next', 'staging', 'build', '.']","['PRON', 'VERB', 'PRON', 'AUX', 'VERB', 'VERB', 'PRON', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","{'en', 'punct'}","['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'punct']"
166,Agreed. Let's tackle this merge conflict head-on so we can get back on track.,LLM,"['persona-based', 'chain-of-thought']",gpt-3.5-turbo,"You are a senior software engineer roleplaying natural English workplace chat. 
Li and Sarah are discussing a merge conflict and deployment blockers. 
Keep the tone pragmatic and realistic — no Chinese text at all. 
Use natural conversational phrasing like ""staging build"" or ""hotfix"".
Each dialogue should be 5–7 turns long and include one of: deploy, build, bug, deadline, merge.
Output only the conversation.
","Li: Hey Sarah, have you seen the merge conflict in our latest branch?
Sarah: Yeah, I noticed that too. It's been causing some deployment blockers.
Li: I think we should prioritize resolving it before the next staging build.
Sarah: Agreed. Let's tackle this merge conflict head-on so we can get back on track.
Li: I'll create a hotfix branch to address the conflict. Can you review it once I'm done?
Sarah: Sounds good. I'll make sure to test the fix thoroughly before we move forward with deployment.
Li: Thanks, Sarah. Let's aim to have this resolved before the end of the day.
Sarah: Definitely. We can't afford to miss the deadline for the upcoming release.",4,Sarah,"['Agreed', '.', 'Let', ""'s"", 'tackle', 'this', 'merge', 'conflict', 'head', '-', 'on', 'so', 'we', 'can', 'get', 'back', 'on', 'track', '.']","['VERB', 'PUNCT', 'VERB', 'PRON', 'VERB', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'ADP', 'SCONJ', 'PRON', 'AUX', 'VERB', 'ADV', 'ADP', 'NOUN', 'PUNCT']","{'en', 'punct', 'other'}","['en', 'punct', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'punct']"
166,I'll create a hotfix branch to address the conflict. Can you review it once I'm done?,LLM,"['persona-based', 'chain-of-thought']",gpt-3.5-turbo,"You are a senior software engineer roleplaying natural English workplace chat. 
Li and Sarah are discussing a merge conflict and deployment blockers. 
Keep the tone pragmatic and realistic — no Chinese text at all. 
Use natural conversational phrasing like ""staging build"" or ""hotfix"".
Each dialogue should be 5–7 turns long and include one of: deploy, build, bug, deadline, merge.
Output only the conversation.
","Li: Hey Sarah, have you seen the merge conflict in our latest branch?
Sarah: Yeah, I noticed that too. It's been causing some deployment blockers.
Li: I think we should prioritize resolving it before the next staging build.
Sarah: Agreed. Let's tackle this merge conflict head-on so we can get back on track.
Li: I'll create a hotfix branch to address the conflict. Can you review it once I'm done?
Sarah: Sounds good. I'll make sure to test the fix thoroughly before we move forward with deployment.
Li: Thanks, Sarah. Let's aim to have this resolved before the end of the day.
Sarah: Definitely. We can't afford to miss the deadline for the upcoming release.",5,Li,"['I', ""'ll"", 'create', 'a', 'hotfix', 'branch', 'to', 'address', 'the', 'conflict', '.', 'Can', 'you', 'review', 'it', 'once', 'I', ""'m"", 'done', '?']","['PRON', 'AUX', 'VERB', 'DET', 'PROPN', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT', 'AUX', 'PRON', 'VERB', 'PRON', 'ADV', 'PRON', 'AUX', 'VERB', 'PUNCT']","{'en', 'punct', 'other'}","['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'punct', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']"
166,Sounds good. I'll make sure to test the fix thoroughly before we move forward with deployment.,LLM,"['persona-based', 'chain-of-thought']",gpt-3.5-turbo,"You are a senior software engineer roleplaying natural English workplace chat. 
Li and Sarah are discussing a merge conflict and deployment blockers. 
Keep the tone pragmatic and realistic — no Chinese text at all. 
Use natural conversational phrasing like ""staging build"" or ""hotfix"".
Each dialogue should be 5–7 turns long and include one of: deploy, build, bug, deadline, merge.
Output only the conversation.
","Li: Hey Sarah, have you seen the merge conflict in our latest branch?
Sarah: Yeah, I noticed that too. It's been causing some deployment blockers.
Li: I think we should prioritize resolving it before the next staging build.
Sarah: Agreed. Let's tackle this merge conflict head-on so we can get back on track.
Li: I'll create a hotfix branch to address the conflict. Can you review it once I'm done?
Sarah: Sounds good. I'll make sure to test the fix thoroughly before we move forward with deployment.
Li: Thanks, Sarah. Let's aim to have this resolved before the end of the day.
Sarah: Definitely. We can't afford to miss the deadline for the upcoming release.",6,Sarah,"['Sounds', 'good', '.', 'I', ""'ll"", 'make', 'sure', 'to', 'test', 'the', 'fix', 'thoroughly', 'before', 'we', 'move', 'forward', 'with', 'deployment', '.']","['VERB', 'ADJ', 'PUNCT', 'PRON', 'AUX', 'VERB', 'ADJ', 'PART', 'VERB', 'DET', 'NOUN', 'ADV', 'SCONJ', 'PRON', 'VERB', 'ADV', 'ADP', 'NOUN', 'PUNCT']","{'en', 'punct'}","['en', 'en', 'punct', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'punct']"
166,"Thanks, Sarah. Let's aim to have this resolved before the end of the day.",LLM,"['persona-based', 'chain-of-thought']",gpt-3.5-turbo,"You are a senior software engineer roleplaying natural English workplace chat. 
Li and Sarah are discussing a merge conflict and deployment blockers. 
Keep the tone pragmatic and realistic — no Chinese text at all. 
Use natural conversational phrasing like ""staging build"" or ""hotfix"".
Each dialogue should be 5–7 turns long and include one of: deploy, build, bug, deadline, merge.
Output only the conversation.
","Li: Hey Sarah, have you seen the merge conflict in our latest branch?
Sarah: Yeah, I noticed that too. It's been causing some deployment blockers.
Li: I think we should prioritize resolving it before the next staging build.
Sarah: Agreed. Let's tackle this merge conflict head-on so we can get back on track.
Li: I'll create a hotfix branch to address the conflict. Can you review it once I'm done?
Sarah: Sounds good. I'll make sure to test the fix thoroughly before we move forward with deployment.
Li: Thanks, Sarah. Let's aim to have this resolved before the end of the day.
Sarah: Definitely. We can't afford to miss the deadline for the upcoming release.",7,Li,"['Thanks', ',', 'Sarah', '.', 'Let', ""'s"", 'aim', 'to', 'have', 'this', 'resolved', 'before', 'the', 'end', 'of', 'the', 'day', '.']","['NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'VERB', 'PRON', 'VERB', 'PART', 'VERB', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","{'en', 'punct'}","['en', 'punct', 'en', 'punct', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'punct']"
166,Definitely. We can't afford to miss the deadline for the upcoming release.,LLM,"['persona-based', 'chain-of-thought']",gpt-3.5-turbo,"You are a senior software engineer roleplaying natural English workplace chat. 
Li and Sarah are discussing a merge conflict and deployment blockers. 
Keep the tone pragmatic and realistic — no Chinese text at all. 
Use natural conversational phrasing like ""staging build"" or ""hotfix"".
Each dialogue should be 5–7 turns long and include one of: deploy, build, bug, deadline, merge.
Output only the conversation.
","Li: Hey Sarah, have you seen the merge conflict in our latest branch?
Sarah: Yeah, I noticed that too. It's been causing some deployment blockers.
Li: I think we should prioritize resolving it before the next staging build.
Sarah: Agreed. Let's tackle this merge conflict head-on so we can get back on track.
Li: I'll create a hotfix branch to address the conflict. Can you review it once I'm done?
Sarah: Sounds good. I'll make sure to test the fix thoroughly before we move forward with deployment.
Li: Thanks, Sarah. Let's aim to have this resolved before the end of the day.
Sarah: Definitely. We can't afford to miss the deadline for the upcoming release.",8,Sarah,"['Definitely', '.', 'We', 'ca', ""n't"", 'afford', 'to', 'miss', 'the', 'deadline', 'for', 'the', 'upcoming', 'release', '.']","['ADV', 'PUNCT', 'PRON', 'AUX', 'PART', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","{'en', 'punct'}","['en', 'punct', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'punct']"
167,"Hey Sarah, I noticed there's a merge conflict in our code. Have you had a chance to take a look at it?",LLM,"['persona-based', 'chain-of-thought']",gpt-3.5-turbo,"You are a senior software engineer roleplaying natural English workplace chat. 
Li and Sarah are discussing a merge conflict and deployment blockers. 
Keep the tone pragmatic and realistic — no Chinese text at all. 
Use natural conversational phrasing like ""staging build"" or ""hotfix"".
Each dialogue should be 5–7 turns long and include one of: deploy, build, bug, deadline, merge.
Output only the conversation.
","Li: Hey Sarah, I noticed there's a merge conflict in our code. Have you had a chance to take a look at it?
Sarah: Yeah, I saw that too. I'm currently trying to resolve it but it's proving to be a bit tricky.
Li: No worries, take your time. We need to get this sorted out before we can deploy the changes to staging.
Sarah: Agreed. I'll keep working on it and let you know once it's resolved.
Li: Sounds good. In the meantime, do you think we'll be able to make our deadline for this feature?
Sarah: It's going to be tight, especially with this merge conflict causing a delay. But I think we can still make it if we can get everything deployed soon.
Li: Hopefully we can resolve this quickly. Maybe we'll need to do a hotfix once it's all sorted out.
Sarah: That's a good idea. We can discuss that once we have the changes deployed to staging.
Li: Definitely. Let's prioritize getting this merge conflict resolved first and then we can focus on the deployment blockers.",1,Li,"['Hey', 'Sarah', ',', 'I', 'noticed', 'there', ""'s"", 'a', 'merge', 'conflict', 'in', 'our', 'code', '.', 'Have', 'you', 'had', 'a', 'chance', 'to', 'take', 'a', 'look', 'at', 'it', '?']","['INTJ', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'PRON', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'PRON', 'NOUN', 'PUNCT', 'AUX', 'PRON', 'VERB', 'DET', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'PUNCT']","{'en', 'punct', 'other'}","['en', 'en', 'punct', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'punct', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']"
167,"Yeah, I saw that too. I'm currently trying to resolve it but it's proving to be a bit tricky.",LLM,"['persona-based', 'chain-of-thought']",gpt-3.5-turbo,"You are a senior software engineer roleplaying natural English workplace chat. 
Li and Sarah are discussing a merge conflict and deployment blockers. 
Keep the tone pragmatic and realistic — no Chinese text at all. 
Use natural conversational phrasing like ""staging build"" or ""hotfix"".
Each dialogue should be 5–7 turns long and include one of: deploy, build, bug, deadline, merge.
Output only the conversation.
","Li: Hey Sarah, I noticed there's a merge conflict in our code. Have you had a chance to take a look at it?
Sarah: Yeah, I saw that too. I'm currently trying to resolve it but it's proving to be a bit tricky.
Li: No worries, take your time. We need to get this sorted out before we can deploy the changes to staging.
Sarah: Agreed. I'll keep working on it and let you know once it's resolved.
Li: Sounds good. In the meantime, do you think we'll be able to make our deadline for this feature?
Sarah: It's going to be tight, especially with this merge conflict causing a delay. But I think we can still make it if we can get everything deployed soon.
Li: Hopefully we can resolve this quickly. Maybe we'll need to do a hotfix once it's all sorted out.
Sarah: That's a good idea. We can discuss that once we have the changes deployed to staging.
Li: Definitely. Let's prioritize getting this merge conflict resolved first and then we can focus on the deployment blockers.",2,Sarah,"['Yeah', ',', 'I', 'saw', 'that', 'too', '.', 'I', ""'m"", 'currently', 'trying', 'to', 'resolve', 'it', 'but', 'it', ""'s"", 'proving', 'to', 'be', 'a', 'bit', 'tricky', '.']","['INTJ', 'PUNCT', 'PRON', 'VERB', 'PRON', 'ADV', 'PUNCT', 'PRON', 'AUX', 'ADV', 'VERB', 'PART', 'VERB', 'PRON', 'CCONJ', 'PRON', 'AUX', 'VERB', 'PART', 'AUX', 'DET', 'NOUN', 'ADJ', 'PUNCT']","{'en', 'punct'}","['en', 'punct', 'en', 'en', 'en', 'en', 'punct', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'punct']"
167,"No worries, take your time. We need to get this sorted out before we can deploy the changes to staging.",LLM,"['persona-based', 'chain-of-thought']",gpt-3.5-turbo,"You are a senior software engineer roleplaying natural English workplace chat. 
Li and Sarah are discussing a merge conflict and deployment blockers. 
Keep the tone pragmatic and realistic — no Chinese text at all. 
Use natural conversational phrasing like ""staging build"" or ""hotfix"".
Each dialogue should be 5–7 turns long and include one of: deploy, build, bug, deadline, merge.
Output only the conversation.
","Li: Hey Sarah, I noticed there's a merge conflict in our code. Have you had a chance to take a look at it?
Sarah: Yeah, I saw that too. I'm currently trying to resolve it but it's proving to be a bit tricky.
Li: No worries, take your time. We need to get this sorted out before we can deploy the changes to staging.
Sarah: Agreed. I'll keep working on it and let you know once it's resolved.
Li: Sounds good. In the meantime, do you think we'll be able to make our deadline for this feature?
Sarah: It's going to be tight, especially with this merge conflict causing a delay. But I think we can still make it if we can get everything deployed soon.
Li: Hopefully we can resolve this quickly. Maybe we'll need to do a hotfix once it's all sorted out.
Sarah: That's a good idea. We can discuss that once we have the changes deployed to staging.
Li: Definitely. Let's prioritize getting this merge conflict resolved first and then we can focus on the deployment blockers.",3,Li,"['No', 'worries', ',', 'take', 'your', 'time', '.', 'We', 'need', 'to', 'get', 'this', 'sorted', 'out', 'before', 'we', 'can', 'deploy', 'the', 'changes', 'to', 'staging', '.']","['DET', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'PART', 'VERB', 'PRON', 'VERB', 'ADP', 'SCONJ', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'VERB', 'PUNCT']","{'en', 'punct'}","['en', 'en', 'punct', 'en', 'en', 'en', 'punct', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'punct']"
167,Agreed. I'll keep working on it and let you know once it's resolved.,LLM,"['persona-based', 'chain-of-thought']",gpt-3.5-turbo,"You are a senior software engineer roleplaying natural English workplace chat. 
Li and Sarah are discussing a merge conflict and deployment blockers. 
Keep the tone pragmatic and realistic — no Chinese text at all. 
Use natural conversational phrasing like ""staging build"" or ""hotfix"".
Each dialogue should be 5–7 turns long and include one of: deploy, build, bug, deadline, merge.
Output only the conversation.
","Li: Hey Sarah, I noticed there's a merge conflict in our code. Have you had a chance to take a look at it?
Sarah: Yeah, I saw that too. I'm currently trying to resolve it but it's proving to be a bit tricky.
Li: No worries, take your time. We need to get this sorted out before we can deploy the changes to staging.
Sarah: Agreed. I'll keep working on it and let you know once it's resolved.
Li: Sounds good. In the meantime, do you think we'll be able to make our deadline for this feature?
Sarah: It's going to be tight, especially with this merge conflict causing a delay. But I think we can still make it if we can get everything deployed soon.
Li: Hopefully we can resolve this quickly. Maybe we'll need to do a hotfix once it's all sorted out.
Sarah: That's a good idea. We can discuss that once we have the changes deployed to staging.
Li: Definitely. Let's prioritize getting this merge conflict resolved first and then we can focus on the deployment blockers.",4,Sarah,"['Agreed', '.', 'I', ""'ll"", 'keep', 'working', 'on', 'it', 'and', 'let', 'you', 'know', 'once', 'it', ""'s"", 'resolved', '.']","['VERB', 'PUNCT', 'PRON', 'AUX', 'VERB', 'VERB', 'ADP', 'PRON', 'CCONJ', 'VERB', 'PRON', 'VERB', 'SCONJ', 'PRON', 'AUX', 'VERB', 'PUNCT']","{'en', 'punct'}","['en', 'punct', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'punct']"
